0;4266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272;258;434;272;176;231;126;158;141;36;23;153;177;79;109;301;18;264;554;216;43;72;134;0;10;3;0;0;0;0;
0;0;11;219;738;864;842;644;439;282;122;71;25;5;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;25;23;18;20;19;26;26;29;26;23;24;28;39;29;45;39;32;41;42;42;49;37;36;42;29;35;33;26;25;42;20;34;27;30;20;36;22;24;19;21;24;19;17;23;21;25;16;15;17;21;20;12;18;18;15;16;11;21;14;7;14;18;14;13;28;30;26;32;31;38;41;41;49;55;52;83;77;70;69;63;81;86;79;73;65;67;79;65;67;56;59;60;64;49;53;52;48;44;42;42;37;32;32;27;28;26;23;26;28;17;30;25;22;16;24;28;20;22;19;20;27;20;27;22;19;10;
32;35;34;28;37;23;38;33;35;29;26;41;31;40;32;42;37;37;41;33;39;36;30;30;25;27;36;28;33;31;35;36;39;48;36;27;33;34;38;27;35;29;29;32;34;32;38;32;32;32;40;27;38;41;29;42;44;33;29;24;46;46;21;35;34;39;43;31;32;36;37;29;29;44;37;34;36;31;26;42;36;32;35;26;33;21;33;31;34;30;39;33;33;31;26;29;30;43;38;35;39;30;32;20;27;27;36;41;35;30;35;36;32;30;48;25;29;38;37;26;28;36;42;29;31;29;38;
37;27;40;40;18;34;34;34;35;32;31;31;40;27;41;36;27;25;32;35;28;53;41;35;35;31;40;36;34;23;37;40;42;39;26;29;38;26;30;43;42;32;37;39;39;31;33;29;30;41;40;27;30;37;37;34;32;29;39;34;24;27;34;31;35;30;25;24;33;37;39;30;25;23;32;33;31;29;29;42;40;38;26;45;38;39;37;31;35;36;37;35;21;25;26;31;38;42;36;25;34;35;21;42;39;34;38;41;29;40;27;44;40;38;33;28;24;30;33;29;32;35;29;32;36;36;39;
